หลักทรัพย์,ชื่อผู้ได้มา/จำหน่าย,วิธีการ,ประเภท หลักทรัพย์ 1,% ก่อน ได้มา/ จำหน่าย,% ได้มา/ จำหน่าย,% หลัง ได้มา/ จำหน่าย,วันที่ได้มา/ จำหน่าย,% ก่อน ได้มา/ จำหน่าย (กลุ่ม)2,% ได้มา/ จำหน่าย (กลุ่ม)2,% หลัง ได้มา/ จำหน่าย (กลุ่ม)2,หมายเหตุ3,PDF,หมายเลข
GTV,EIGHT ARK HOLDINGS PRIVATE LIMITED,ได้มา,หุ้น,0.0,7.6155,7.6155,30/06/2568,0.0,7.6155,7.6155,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68c8cf213d2ffea6a044babe,246038372509-1
GTV,NORTHWATERS CAPITAL PTE LTD,จำหน่าย,หุ้น,7.6155,7.6155,0.0,30/06/2568,7.6155,7.6155,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68be5faf8f1869e68caffaa7,246038252509-1
GTV,นางสาว Yuan Lin,ได้มา,หุ้น,0.0,7.6155,7.6155,30/06/2568,0.0,7.6155,7.6155,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68bfdfd2a437f635cf3c49eb,246038292509-1
DOD,นาย ล้ำพันธุ์ พรรธนประเทศ,ได้มา,หุ้น,0.0,19.5153,19.5153,27/06/2568,0.0,19.5153,19.5153,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/686244a479704064a48678c8,246037092506-1
DOD,บริษัท หลักทรัพย์จัดการกองทุนเกียรตินาคินภัทร จำกัด,จำหน่าย,หุ้น,19.5153,19.5153,0.0,27/06/2568,19.5153,19.5153,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68620fa979704064a48678c2,246037052506-1
FN,นาย ปรีชา ส่งวัฒนา,ได้มา,หุ้น,10.11,10.0,20.11,27/06/2568,10.11,10.0,20.11,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68620a3679704064a48678be,246037062506-1
FN,บริษัท คิว แอสเซท จำกัด,จำหน่าย,หุ้น,21.4928,10.0,11.4928,27/06/2568,21.4928,10.0,11.4928,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68620c4a79704064a48678c0,246037072506-1
NEWS,นางสาว สีตลา รักประเทศ,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,100.0,100.0,27/06/2568,100.0,100.0,100.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6864f76ef8037ce812c2fc47,246037152507-1
NEWS,นางสาว สีตลา รักประเทศ,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,13.3394,13.3394,27/06/2568,13.3394,13.3394,13.3394,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/686b7dca232c2230ce6844ea,246037152507-2
SPA,FIL LIMITED,ได้มา,หุ้น,4.9667,0.0361,5.0028,27/06/2568,4.9667,0.0361,5.0028,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6863444d79704064a48678cc,246037142507-1
COCOCO,นาย ประยงค์ วนิชสุวรรณ,ได้มา,หุ้น,4.9986,0.0878,5.0864,26/06/2568,4.9986,0.0878,5.0864,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/685d1632942a252f1e6b433c,246036972506-1
NOVA,บริษัท เสริมสร้าง พาวเวอร์ คอร์ปอเรชั่น จำกัด (มหาชน),จำหน่าย,หุ้น,6.4911,1.8526,4.6385,26/06/2568,6.4911,1.8526,4.6385,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68622d4179704064a48678c5,246037082506-1
BEC,นางสาว ฉันทนา จิรัฐิติภัทร์,จำหน่าย,หุ้น,6.7125,6.7125,0.0,25/06/2568,6.7125,6.7125,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/686115ea307132252478393d,246037002506-1
KTC,นาย มงคล ประกิตชัยวัฒนา,จำหน่าย,หุ้น,12.7007,7.563,5.1376,25/06/2568,12.7007,7.563,5.1376,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68611eaf3071322524783940,246037032506-1
SCM,นาย สมพงษ์ ศิลป์สมบูรณ์,จำหน่าย,หุ้น,10.4544,1.3416,9.1128,25/06/2568,10.4544,1.3416,9.1128,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/685b78538c5095d0a5dbe4c9,246036952506-1
TPS,นาย มงคล ประกิตชัยวัฒนา,จำหน่าย,หุ้น,16.5963,4.0386,12.5577,25/06/2568,16.5963,4.0386,12.5577,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68611ddc307132252478393f,246037022506-1
XPG,นาย มงคล ประกิตชัยวัฒนา,จำหน่าย,หุ้น,6.0859,5.8877,0.1982,25/06/2568,6.0859,5.8877,0.1982,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/686117d8307132252478393e,246037012506-1
FN,นาย ปรีชา ส่งวัฒนา,ได้มา,หุ้น,0.11,10.0,10.11,23/06/2568,0.11,10.0,10.11,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/685a0f768c5095d0a5dbe4be,246036922506-1
FN,บริษัท คิว แอสเซท จำกัด,จำหน่าย,หุ้น,31.4928,10.0,21.4928,23/06/2568,31.4928,10.0,21.4928,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/685a1b0f8c5095d0a5dbe4bf,246036932506-1
SPA,บริษัท ทีเคไอ เพอร์เพชชวล จำกัด,ได้มา,หุ้น,4.9682,0.0545,5.0228,20/06/2568,4.9682,0.0545,5.0228,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/685d28d1942a252f1e6b433f,246036992506-1
LTS,บริษัท อี เอ็น โกลบอล โฮลดิ้งส์ จำกัด,ได้มา,หุ้น,0.0,13.4115,13.4115,19/06/2568,0.0565,13.4115,13.4605,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/685a241b8c5095d0a5dbe4c3,246036942506-1
SABINA,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,5.1738,0.1816,4.9922,18/06/2568,5.1738,0.1816,4.9922,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/685382d6ba506c22adb236cd,246036862506-1
AWC,นาย ฐาปน สิริวัฒนภักดี,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,74.9696,74.9696,16/06/2568,74.9696,74.9696,74.9696,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684ff47e2f5b25aef06bc30d,246036802506-1
BJC,นาย ฐาปน สิริวัฒนภักดี,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,74.9993,74.9993,16/06/2568,74.9993,74.9993,74.9993,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684ff5a62f5b25aef06bc30e,246036812506-1
GULF,นาย สารัชถ์ รัตนาวะดี,ได้มา,หุ้น,29.1911,0.4215,29.6126,16/06/2568,59.9427,0.4215,60.3642,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/685381b9ba506c22adb236cc,246036872506-1
MTW,MS. TZU-LING HUANG,ได้มา,หุ้น,9.9947,0.0054,10.0002,16/06/2568,9.9947,0.0054,10.0002,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a9656f73b0bc4357942512a,246043642609-1
PROUD,SAPPHIRE INVESTMENT MANAGEMENT LIMITED,จำหน่าย,หลักทรัพย์แปลงสภาพ,0.6212,0.341,0.2802,16/06/2568,0.6212,0.341,0.2802,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6850ce8a6f570a5fb45073cf,246036842506-1
TGH,นาย ฐาปน สิริวัฒนภักดี,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,80.8416,80.8416,16/06/2568,80.8416,80.8416,80.8416,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684ff3632f5b25aef06bc30c,246036792506-1
IMH,บริษัท บีเคไอ โฮลดิ้งส์ จำกัด (มหาชน),ได้มา,หุ้น,0.0,9.7045,9.7045,13/06/2568,0.0,9.7045,9.7045,อื่นๆ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6863a21cf8037ce812c2fc2b,246037122507-1
PROUD,SAPPHIRE INVESTMENT MANAGEMENT LIMITED,จำหน่าย,หลักทรัพย์แปลงสภาพ,0.7278,0.1065,0.6212,12/06/2568,0.7278,0.1065,0.6212,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6850cedb6f570a5fb45073d1,246036852506-1
DV8,นางสาว กัญญา ชัยสาธิตพร,ได้มา,หลักทรัพย์แปลงสภาพ,2.2728,18.0913,20.3642,11/06/2568,2.2728,18.0913,20.3642,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684bf9510d21ee53ae3467d3,246036772506-2
DV8,นางสาว กัญญา ชัยสาธิตพร,ได้มา,หลักทรัพย์แปลงสภาพ,2.2728,18.0913,20.3642,11/06/2568,2.2728,18.0913,20.3642,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/686641554f3bf658c33c6cf2,246036772506-2
ECF,นาย ณัฐปภัสร์ เกสร์ชัยมงคล,ได้มา,หุ้น,4.3021,7.5433,11.8455,10/06/2568,4.3021,7.5433,11.8455,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684aa166500945fbc58c0ff0,246036692506-1
ECF,นาย อรุต ธนาสุวรรณดิถี,ได้มา,หุ้น,2.4011,5.3426,7.7438,10/06/2568,2.4011,5.3426,7.7438,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684a8f58500945fbc58c0fe5,246036652506-1
PROUD,SAPPHIRE INVESTMENT MANAGEMENT LIMITED,จำหน่าย,หลักทรัพย์แปลงสภาพ,1.0153,0.2874,0.7278,10/06/2568,1.0153,0.2874,0.7278,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684a9dd2500945fbc58c0fed,246036682506-1
TIPCO,COLAS S.A.,ได้มา,หุ้น,0.0,23.9999,23.9999,10/06/2568,0.0,23.9999,23.9999,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6848967ef2501521125b352c,246036702506-1
TIPCO,นางสาว รวมสิน ทรัพย์สาคร,จำหน่าย,หุ้น,11.397,7.9999,3.397,10/06/2568,11.397,7.9999,3.397,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684b7c63500945fbc58c0ff2,246036742506-1
TIPCO,นางสาว ลักษณา ทรัพย์สาคร,จำหน่าย,หุ้น,7.9999,7.9999,0.0,10/06/2568,7.9999,7.9999,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684b865a500945fbc58c0ff5,246036762506-1
TIPCO,นางสาว ลักษณา ทรัพย์สาคร,จำหน่าย,หุ้น,8.5915,7.9999,0.5915,10/06/2568,8.5915,7.9999,0.5915,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684c11e10d21ee53ae3467d6,246036762506-2
TIPCO,นาย สิทธิลาภ ทรัพย์สาคร,จำหน่าย,หุ้น,10.3609,7.9999,2.3609,10/06/2568,10.3609,7.9999,2.3609,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684b8140500945fbc58c0ff4,246036752506-1
KGEN,นาย ธนัช ปวรวิปุลยากร,ได้มา,หุ้น,0.0,7.7857,7.7857,09/06/2568,0.0,7.7857,7.7857,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6847cf5b870eac8cdcf2a0fb,246036622506-1
KGEN,นาย เอนก ปิ่นวนิชย์กุล,ได้มา,หุ้น,0.8567,4.2696,5.023,09/06/2568,0.8567,4.2696,5.023,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6847cf0a870eac8cdcf2a0fa,246036642506-1
PROUD,SAPPHIRE INVESTMENT MANAGEMENT LIMITED,จำหน่าย,หลักทรัพย์แปลงสภาพ,1.8572,0.8419,1.0153,09/06/2568,1.8572,0.8419,1.0153,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684a9d5d500945fbc58c0feb,246036672506-1
TPL,พิน อิควิตี้ พีทีอี. แอลทีดี.,จำหน่าย,หุ้น,5.7251,1.4332,4.2919,09/06/2568,5.7251,1.4332,4.2919,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6847be50870eac8cdcf2a0f8,246036632506-1
ASK,บริษัท ไชยลีส แคปปิตอล (ประเทศไทย) จำกัด,ได้มา,หุ้น,1.9186,7.9827,9.4217,06/06/2568,50.4093,20.1054,57.9124,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6842890da258d207a4181bc0,246036582506-1
PLANB,บริษัท วีจีไอ จำกัด (มหาชน),ได้มา,หุ้น,19.7728,0.7799,20.5528,06/06/2568,19.7728,0.7799,20.5528,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6842bd23a258d207a4181bc1,246036572506-1
PROUD,SAPPHIRE INVESTMENT MANAGEMENT LIMITED,จำหน่าย,หลักทรัพย์แปลงสภาพ,2.1644,0.3071,1.8572,06/06/2568,2.1644,0.3071,1.8572,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/684a9c8a500945fbc58c0fe9,246036662506-1
SCAP,นาย วิชิต พยุหนาวีชัย,จำหน่าย,หุ้น,5.0226,0.0443,4.9783,06/06/2568,5.0226,0.0443,4.9783,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6843eeb67e71735e4eb97267,246036592506-1
MBK,บริษัท หลักทรัพย์จัดการกองทุนกรุงศรี จำกัด,จำหน่าย,หุ้น,5.0005,0.003,4.9974,05/06/2568,5.0005,0.003,4.9974,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6846819af10bed3dcf3351e7,246036602506-1
PCSGH,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,5.0615,0.1311,4.9303,04/06/2568,5.0615,0.1311,4.9303,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68410f0001618eef7f5a7d7c,246036562506-1
NOBLE,NCROWNE PTE. LTD.,ได้มา,หลักทรัพย์แปลงสภาพ,10.5669,0.4205,10.9875,30/05/2568,10.5669,0.4205,10.9875,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/683d1a923c502d0957731d73,246036512506-1
BM,บริษัท เอ็ม อี ซี ที จำกัด,จำหน่าย,หุ้น,10.0641,9.0023,1.0618,29/05/2568,10.0641,9.0023,1.0618,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/683952955423e4f82c2b0c4e,246036492505-1
BM,บริษัท เอ็ม อี ซี ที จำกัด,จำหน่าย,หุ้น,10.0641,1.0618,9.0023,29/05/2568,10.0641,1.0618,9.0023,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/689eab7d451b07842a4d9845,246036492505-2
HYDRO,นาง พิมพ์ลดา พิพัฒน์ปากรณ์,จำหน่าย,หุ้น,24.7267,22.5473,2.1794,29/05/2568,24.7267,22.5473,2.1794,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6916df99db5b2eada674c1c0,246039242511-1
HYDRO,นางสาว รินทร์ลิตา ปัญจทัศนาสิทธิ์,ได้มา,หุ้น,0.0,18.1405,18.1405,29/05/2568,0.0,18.1405,18.1405,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68538437ba506c22adb236ce,246036882506-1
HYDRO,นาย โชคชัย รุ่งเจริญชัย,จำหน่าย,หุ้น,12.1328,6.1813,5.9514,29/05/2568,12.1328,6.1813,5.9514,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/691ffbaa2e4bbb484c015c66,246039372511-1
HYDRO,นาย ปรมัตถ ประยูรโต,ได้มา,หุ้น,0.0,12.8851,12.8851,29/05/2568,0.0,12.8851,12.8851,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/685509bfdc0613d34359e760,246036892506-1
TRC,พีเอส แคปปิตอล โฮลดิ้งส์,ได้มา,หุ้น,0.0,10.2207,10.2207,29/05/2568,0.0,10.2207,10.2207,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6aab4c7a5669891379e0e85b,246043942609-1
AWC,ออเนอร์ ฮาร์โมนี โฮลดิ้ง กรุ๊ป พีทีอี,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,74.9696,74.9696,28/05/2568,74.9696,74.9696,74.9696,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68359e9c011459b3409fc769,246036432505-1
BJC,ออเนอร์ ฮาร์โมนี โฮลดิ้ง กรุ๊ป พีทีอี,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,74.9993,74.9993,28/05/2568,74.9993,74.9993,74.9993,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68359eb3011459b3409fc76a,246036452505-1
GLOCON,บริษัท ไทรทัน โฮลดิ้ง จำกัด (มหาชน),ได้มา,หลักทรัพย์แปลงสภาพ,0.0,10.128,10.128,28/05/2568,0.0,10.128,10.128,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68368c06162fec9d5181e35a,246036362505-1
NOBLE,NCROWNE PTE. LTD.,ได้มา,หลักทรัพย์แปลงสภาพ,9.527,1.0399,10.5669,28/05/2568,9.527,1.0399,10.5669,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/683d176a3c502d0957731d71,246036502506-1
TGH,ออเนอร์ ฮาร์โมนี โฮลดิ้ง กรุ๊ป พีทีอี,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,80.8416,80.8416,28/05/2568,80.8416,80.8416,80.8416,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6835fccb011459b3409fc76c,246036442505-1
TPL,เค เอช เอส อาร์ อินเวสเม้นท์ พีทีอี. แอลที่ดี.,ได้มา,หุ้น,0.0,7.0072,7.0072,28/05/2568,0.0,7.0072,7.0072,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6840458d1c04d1075a171b78,246036552506-1
TPL,นาง ประจิตรา วรนาวิน,จำหน่าย,หุ้น,6.2846,6.2846,0.0,28/05/2568,6.2846,6.2846,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/683fb74f1c04d1075a171b73,246036532506-1
TPL,นาง วัสสา จีนะวิจารณะ,จำหน่าย,หุ้น,27.05,27.05,0.0,28/05/2568,27.05,27.05,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6837c56c4c199af000e1041f,246036462505-1
TPL,นาย วรพจน์ อำนวยพล,ได้มา,หุ้น,0.0,21.3248,21.3248,28/05/2568,0.0,21.3248,21.3248,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6836f34b4c199af000e10418,246036482505-1
